candidateId,parentId,lineageId,generated,admitted,evaluation,generation,cmax,tec,twc,subSwarm,mechanism,operator,enteredCandidateSet,pddrRetained,personalArchive,globalArchive,nextRoundSurvival,g1SocialTeacherParticleUses,g1SocialTeacherGenerations,g1PersonalTeacherParticleUses,g1PersonalTeacherGenerations,firstTeacherFE,lastTeacherFE,firstTeacherGeneration,lastTeacherGeneration,fingerprintSha256
1,INITIAL,-1,true,true,1,0,1800.783820297310,72165.046378318790,181974.488129616900,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,f02d0b2af068a51240931b41d1dbe408f3443f759d2a807e3e16dfa8901a94d6
2,INITIAL,-1,true,true,2,0,1495.544438255502,69614.159984471220,180511.283588430730,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,05de2aa8274ab0eeeafe2495f607eaa3ffcdccc09c7e6162ebcfc2d585b06979
3,INITIAL,-1,true,true,6,0,1333.092995469964,68232.529841069360,151979.909233823420,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,0,0,1,1,100,100,1,1,291a13cce2c0e305526bcc45082e7d82e1344e1cede3a9ae2cb4dffc4f0f6f08
4,INITIAL,-1,true,true,8,0,1212.651330260388,67010.534958976380,153788.037545658940,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,0,0,6,1,100,500,1,1,5ad7846fee92a1d274c26d0664aecd65e96ee1ceddd413eb44b97f3a8568cc0f
5,INITIAL,-1,true,true,68,0,1184.684531671975,65450.871712584660,157610.605924321660,UNASSIGNED,INITIAL,INITIAL,true,false,false,true,NOT_SELECTED,0,0,23,1,100,1000,1,1,b04cbd1cee6768a9526abd77f0d1234b537f8b937398ce21386ddbcf868c3632
6,GLOBAL_SLOT_G1_CMAX,7,true,true,108,1,1131.367218601063,65537.973590433150,163416.514968570260,G1_CMAX,CFVF,CFVF,true,false,false,true,NOT_SELECTED,20,1,0,0,200,200,1,1,d113ccbd0cfe3915455fcdd87e2708e6cc0bd71a3eef48707d6fc2b68205aed3
7,GLOBAL_SLOT_G1_CMAX,32,true,true,208,1,1110.854076223115,64027.110486761390,152563.805468334530,G1_CMAX,CFVF,CFVF,true,false,false,false,NOT_SELECTED,0,0,0,0,,,,,f7bd1c83c7e1d87b2a070c69248a731ff25c4573126bbdb58b8e98033eac1f37
8,GLOBAL_SLOT_G3_TWC,21,true,true,292,1,1077.701044178131,62852.185124177110,146949.276027507270,G3_TWC,CFVF,CFVF,true,false,false,true,NOT_SELECTED,40,1,0,0,300,400,1,1,b59452dcdfa4cb3535bb264a2e3fcb0f0e267023066fb603df499a6bb0bd3a2f
9,GLOBAL_SLOT_G2_TEC,21,true,true,361,1,1075.081062245910,62863.137822274340,146994.693331678860,G2_TEC,CFVF,CFVF,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,dfc3f844dd7a87e6bdc9ad9b3f33da0b7099b5a84ec220bc906fdf4d0fe918f0
10,GLOBAL_SLOT_G2_TEC,60,true,true,370,1,996.739117684949,62984.170689614620,145246.710134239230,G2_TEC,CFVF,CFVF,true,false,false,true,NOT_SELECTED,0,0,0,0,,,,,c2088c247a3c6c058f702289902ea065e797fb65a45763a4b3d41df2edd79af0
