candidateFingerprint,Cmax,TEC,TWC
c9d6d8fe1730e6b972051e2bf86a10cab6184b842713226bb3a4e654148bd7f4,843.2251834505458,126331.15947793372,352441.76225128514
55b72f4ef97baff9fdb79bb58cc6cb73520cd8d8fbf76b421142d9e676ab76e5,870.6329252484468,125168.80473142833,358465.25540467363
f973bba3d3a352de81ee0155d818f6d61a080a3cfa8b7fa1455c3c0c7504873f,842.5996911880164,126342.1746188099,361039.66371798055
8a03d29d0884a202b144e8f15372ddcbbf83ac70d82c4ec2e1d23fcb31f5be15,851.3084352673868,126202.19723910285,356217.6476859787
d3aa17c6415bbdcb7e98837fc16d20a726a54c39ca39b7379ef8855d16c6301e,830.533419416505,126428.23236972568,360051.8694247482
e9064d79b7766575f369c12e071c701bd55802788e3703005126f3a689700290,841.1554422583508,126171.61189449164,367906.91792807716
1f03fa222fb114ecd55ae7878b924c94f8794848b9b24f27e5471517eba36b4f,872.7149553381133,126071.94874996129,335417.263475051
3c57a1acd6f794533152f6a11f5b5b1e1b49175d352c75f19cc0c3cba6affbe4,887.0840267156584,125035.62026556101,339787.07740691386
81d887412f6570b76bee05c5cd918d22cdb46284a319ae4f7782bb9bf1ad03f0,908.648503054369,124287.43666207086,335258.3874984229
39eb284012b1d493269b61924b219bc23684ddf7f145dbd33a1ffbeeefeb0c85,852.0046653179871,126738.22572341355,338430.8242272142
c20b43727fd923814f9e9e38e637cf1ca7c1d603b5a9c452138cf78889d03e17,898.0656851163207,124433.56384875125,339891.3893840341
ba480ece6e0e791a186fde47c0190f1b3a5fb52e091c11061daffbbc2571c7c6,922.4185649064614,123866.31539506488,333106.3229889305
71ce0564ec6fba9bc57e9d955b591f4b21ac2d085db206456d2856d047f4e30d,819.3471327488749,126867.39474276651,356963.58462372585
71043d7425811386925b8571f6133988bd5a050bbb77449bf4252ee1ebdc113d,856.8376862191521,125975.68518287515,361646.3923021299
02d22280c07232e8bb14d0e7342ed006d7fba98407c44a5a8d900a980d057309,884.4383727203142,126013.79300649714,336160.2568206901
994f888eb6b98e85cbf2f9848662c0481309c2ee41abc8f541f6230b3286355d,980.5681961637753,121894.04055860799,330685.73092914396
5140d13903f4abd91b228ba9077338127151d464d719d4964ab9549aa8503294,878.1865578247445,125914.56557548152,336879.4310820042
ca9ba0378ff9ba82dbf93fff1c6a76c1ac0f00897e8f702613920d04b1b58c6f,905.1738646406494,124363.95584457261,340588.3169180028
b3ae6d4d9610012f96a4c52a05cb216790a51317dc1528eeabfbd14a79544444,893.538915125209,125398.30735305324,330255.52980041405
fa21a7f6c7b4b848ae2ec96b595554f8460746e1473e48f60053a56f2b9bab02,984.7313482054868,121816.0617113219,327169.21474744444
cd3ea3f34d06e78a3ddae8ce6b38d53cad557edad1961c63174424a45deb565d,913.8088079676529,123746.92238340495,337553.12495957327
6cff11ccc1216992b97bdfe447404404b9b5e8b90a04756a8e16974c2efd106d,871.8361195056858,125463.6969445268,338801.8857085345
5ae913af0f86940b7f4682210563d63bc0a037a8dcad0185be006f098eb40e36,888.8253003728674,125429.70031598464,332921.4363816233
d39e4b2c2a75522963a692e04c998f0441b90fec56f0775161519f4cb5222f8f,884.6955487361481,125648.18038478524,335101.8463255507
852b10306ce3ce469e1eece6fbff4600d3da88ea1aebc13f0622c007ed974605,962.9906824000145,122287.96869022466,330579.12652048084
86281d19732353fb0f6fb9a5ca90e1eab7ea6e9f90fc26cce82cf613d0c9b30f,916.4842773566402,124181.90654838503,332866.8429507199
360c02c44eb9f0e23ec78a02e41c74a8f400deb93618f9bf2566eaa26849cb01,962.4395703836697,122415.98203567327,326662.62903882994
d804b8b6342a4cf3603b778df23645fc92437cb8503c13cea5a0834c71e27234,981.4571787234668,121881.77628959189,329779.13363009476
226391ec1fa9327128645836f70301ac48327363931ac73c8569ddcfff4c63af,928.6612994283458,123082.60260830444,336412.19279723393
71c64f13dc4f4c77a51746944584d10e71c600eb69fb0d094d79a5ec42e5a6cb,861.7743309179306,125576.48694957721,345952.3704263304
ff22d543c365ed9f1236f00f59ffb68787b849326f0249001fb91e39f2fe7bdf,955.1743603377242,123389.36058096573,326063.2989450892
9da36e7973d40f82dec58796c4fb1b75b815b2de1cb8e26504aaeaaa215c35aa,892.9725690605001,125102.28179074112,338418.66024017555
23d3899223e5b49923d8546aa39ac446c8aaa837fb2a0616702325068ae7f4c9,951.1420861867477,123457.8962081949,325672.67548686883
9471ad6f0f614fa1c014dbd5e6dcb390c7277120f960999402a375f1fd3c460a,927.2765183072781,123226.79791768291,331525.7782859717
4924b6bd04c35f6be5e2f6df68a0509fdfb3a33c174aef926ce6fd2b6cec7e44,933.9751577540281,123069.10430213444,330998.01782007935
bb2376d0606b5d6767acc907cc4314c1b90199a0875a84215cea4b03439df27e,996.6374396391906,121655.09483592343,326489.6516493331
cfc7268cfd989081f4f476c09d9c54c618a4bf094628e2169c6085ea23c45ea1,1009.5020690498584,121050.81829039188,325830.1769916719
febf544c5c97543e55ef8f8b38767b0a1551a9b128cb001bacc64d3e620f4f9a,997.801337860351,121801.8389412018,325432.7772835591
2a001ab47f1aae5e6975308f14e04576c64a1ce2d7d2469d21e2f4052c5476d2,988.8775647523044,122616.52567507954,321686.92916065286
fb215d66306c7250b0a0ef538737bb63ddc832b2f4834ed952cdce885d6590fd,783.9740034013082,127508.73576386548,356820.39954432135
0d9010b55ba887d0844f9fffc9814506dbdb8aa1db325749b6bd724778345521,851.9452446567569,126895.2401951784,339887.6569360336
a2b6550f85624ec33e74a1ad9183b237c0417bf1edd978fd2cbc8f9ff4ff8792,852.8932439585006,126517.78551691724,340038.6101212919
051d58ada313a3b6e5ea539c741bdb049ac96a7601c3d638a5c761ef9d7e808f,865.031960522711,126040.18312331729,338006.18812246015
779d976fe635ca57f0340e01a3ec9d0f2577e303a16af4c3909caaaabd817b3d,1065.3677727522984,120393.99649489121,316727.7940493331
ffa83a7654111df5ce8d49d19d1860be0b375e092e910eab67adc72c8684c024,965.0482129059591,123581.87414997909,324599.34810445143
3daa83b1cda3e90aa9d23a62a83f1e7d7140b118a3f40a8163d38382e8b5631b,992.1804992199917,121926.3354375163,322300.3728855095
8cf42059a7dfe56cab550ef9f7c7ec5911250c354ff7ec770a8a60684cb97f86,811.3879850178448,126882.60706795409,346453.9512387724
3bcbbc0fd53b8307c681949b5074fcc01c0ecd1349bbee15f0f29459cd25ccf2,810.5057461111204,127051.72628376639,344409.57797152427
acc75bca0b1de81d967d018b35eb8b829209135b99408c67f248d9b472a54d02,787.2576674356275,127420.59349324941,345940.6593113517
250c6eff1b3fabc6d117a7a32cfa634f81bc0d136c0c17cac40debe3f0ccf477,809.1485822059483,127866.64600647063,341795.6202971493
e004d6cec76dda28f7c66fc39ae8c02bfee5dae0a8170aee1869a676bb0d3d4b,809.1485822059483,127853.76018701144,342227.3260543381
4f926abe685660807166935aab954ca61f1a3c75bfddbed2b1a79b5d3fc986fa,990.2325718850199,121878.19703696381,324948.2966879303
44d4ac55b258d0eeac1a302da8d60cb0d73432f67f8a564e5be491d58430199a,791.0096938510592,129143.83817919486,341569.74780168163
c967022bfe1edae46602a06826bfc85897a01c6a198beac890ec69aad1d8c684,775.903187915445,127930.41855114905,343665.7622016128
982fe37d2e971cc642b709a1cfe57efd38e2852b453000be3d4aa5c26d1d709f,831.952590842266,127035.89032080115,345174.94900177466
d8d29e600eb4993db3a84952532e4b2347adca1b6f90adbf2d84676675f672a9,781.7427320144385,127958.24286650326,343330.85882717435
