actualFE,outerCycle,qRound,lineageId,group,action,mask,archiveSize,qpPoolK,qpPoolSize,qpPoolIndex,qpSelectedIsCanonical,drewExtraRng,selectedTeacherFingerprint,canonicalTeacherFingerprint
8806,2,0,176,G4_BALANCED,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,176,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,0,true,true,A8F64BD9DF30566C08789031DE0C4BC8E2395DDCC675C02C6781883F03D9C557,A8F64BD9DF30566C08789031DE0C4BC8E2395DDCC675C02C6781883F03D9C557
8806,2,0,165,G4_BALANCED,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,1,false,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1
8806,2,0,165,G4_BALANCED,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,16515FB83CEF5AEDAA8B37F3B8E5DF92DE4113A1C96CEF0370233A3CC65C39CD,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G4_BALANCED,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,185,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,C98380EFC352B7BBE1C76877DE71505117FFA44CEB93E910F12950E7FDA0CCF8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,100,G4_BALANCED,KEEP,"1000",2,2,1,0,true,false,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906
8806,2,0,100,G4_BALANCED,KEEP,"1000",2,2,1,0,true,false,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906
8806,2,0,165,G4_BALANCED,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,0,true,true,16515FB83CEF5AEDAA8B37F3B8E5DF92DE4113A1C96CEF0370233A3CC65C39CD,16515FB83CEF5AEDAA8B37F3B8E5DF92DE4113A1C96CEF0370233A3CC65C39CD
8806,2,0,165,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,1,false,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1
8806,2,0,165,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,114,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,0,true,true,482F771B29E15E1015E3FD899215E12E0E63621F44BACC1F9BB5357D7723B858,482F771B29E15E1015E3FD899215E12E0E63621F44BACC1F9BB5357D7723B858
8806,2,0,165,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,0,true,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1
8806,2,0,165,G4_BALANCED,DIRECTIONAL,"1100",2,2,2,1,false,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1
8806,2,0,100,G4_BALANCED,KEEP,"1000",2,2,1,0,true,false,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906
8806,2,0,185,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,C98380EFC352B7BBE1C76877DE71505117FFA44CEB93E910F12950E7FDA0CCF8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,176,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,A8F64BD9DF30566C08789031DE0C4BC8E2395DDCC675C02C6781883F03D9C557,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G4_BALANCED,EPSILON,"1010",2,2,2,1,false,true,16515FB83CEF5AEDAA8B37F3B8E5DF92DE4113A1C96CEF0370233A3CC65C39CD,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,1,false,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,176,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,176,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,DIRECTIONAL,"1100",2,2,2,0,true,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,1,false,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,176,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,1,false,true,7CE9DA8409CA84D7A51BA2372F24E3F76F9B06E24189CD3B1F3FB66B803E28A1,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,103,G2_TEC,EPSILON,"1010",2,2,2,1,false,true,16515FB83CEF5AEDAA8B37F3B8E5DF92DE4113A1C96CEF0370233A3CC65C39CD,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,114,G2_TEC,DIRECTIONAL,"1100",2,2,2,0,true,true,482F771B29E15E1015E3FD899215E12E0E63621F44BACC1F9BB5357D7723B858,482F771B29E15E1015E3FD899215E12E0E63621F44BACC1F9BB5357D7723B858
8806,2,0,165,G2_TEC,EPSILON,"1010",2,2,2,0,true,true,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8,A046E84C33CE3F577ADFA95A1CAA6FF24F92AD4EAA895583EF4D37C43C8C21B8
8806,2,0,100,G3_TWC,KEEP,"1000",2,2,1,0,true,false,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906
8806,2,0,100,G3_TWC,KEEP,"1000",2,2,1,0,true,false,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906,067301BE617998B8490CB883053FB095746DF8A7F86C8B118FE74044F7DDB906
